id,message,label
15796,"@DonnieWahlberg HOLLA!!! Just chilling, on my way to buy some maple syrup (mmm..). What's up with you? Hope you're having a great morning ",0
15973,@MabelKatz Looks ok now.  only bits and bytes.  clean with Ho'oponopono too?!,0
16152,@azcameron serious business ,0
16315,@llllloise ...You made na your Twitter! Haha. D Upload a photo.  UPDATEEE! ,0
16425,@LinaCyrus heyy! aww thanks so much hun you rock! xoxo ,0
16596,"@heidimontag  heidiii, i love your new single Blackout--amazing! I think you dress amazinggg im so jealous haha. please answer something ",0
16760,"@NubianEagle I was tempted this morning. I randomly woke up at 5:30, but I had just fallen asleep after 2. My sanity is more important. ",0
16886,@saidthewhale great photographs! saw you guys play at the westjet street party. short set but awesome nonetheless ,0
17048,"@amandabynes i really liked it! i'm ur #1 fan i loved all of ur movies! especially 'she's the man', it's so funny! I LOVE IT!  &lt;3",0
17256,@meday  right back atchya!! Hope you're having a great day.,0
17342,just got out of the showerrr! myspacing! ,0
17378,is gonna hang out with my two favorite people now.  http://plurk.com/p/ovm1q,0
17507,pipe down. calling @Bigthangs ,0
17514,@theendtime lmao i love me a good comedy ,0
17749,@KoldCastTV and @beautyboutique Thanks for following! ,0
17865,@RealWorldMom ,0
18126,Twittering .  And looking for Miley Cyrus LUv her ! xo,0
18264,@KimKardashian  hey kim im a  huge fan! ur like my role model and i really hope i can actually meet u one day.  ,0
18285,is going outside ,0
18425,@ddlovato oh demi. that sure was a knee slapper. ,0
18628,Is with alyssa ,0
18686,@mystica43229 Hi luv! Sounds like you had a busy day! Hope all went well. ,0
18687,Watching the brady bunch ,0
18707,going out to the mall once again ,0
18811,mad at @tacrain and @kylielanejonas for completing our mission without me! but app was so good  and very pretty!,0
18839,I LOVE the sound of breaking glass! Something very cathartic about it!! ,0
18948,Boulder creek with gram ,0
19033,@mebrownie09  i love you baby... ,0
19129,"@gisher I'm just the retweeter  I personally believe the Tweet Effect, and the weekly purge, will take care of these things for me...",0
19159,@ddlovato  Aw. have a safe trip sweety. ill miss you more  ox,0
19260,@LodurZJ Well pizza... but that is good too! ,0
19400,QOTD: &quot;Hey - I still haven't told you guys the story about the English Heritage fella and how he's lucky to be still alive!&quot;  @yawnerddn,0
19414,"I'm still sitting here. Maybe I'll go get some air, I seriously need help, my life is almost as cluttered as my room! ",0
19468,@nakrissimo Can I come?  I could use a nice decadent party. ,0
19710,around. ,0
19910,@selenagomez I LOVE YOU SELENA GOMEZ... You're so beautiful! You're my role model and my idol! I would be so happy if you reply to me ,0
20006,@sassycat24 My Mommy is here!!!!! ,0
20021,Having a beer &amp; corn dog (I know weird combo) @ the Santa Monica Pier. ,0
20370,@Clouds2287 Hm. So I take it the essays are not going so well right now? Perhaps a swap? I have nothing left to lose lol ,0
20382,tweetup afterparty at genji ,0
20420,Back to work for me... Twitt ya'll laterz ,0
20503,going to church ,0
20712,"@teh_Joker Yeah, now that im done puking crown and coke ",0
20813,@oliverwalton i know im not normally on here but il though il be cool and see what is happening on the world of twitter ,0
20867,"and wife are shopping at the Great Mall in Milpitas. Great prices for us, with the dollar still reasonably low for us... ",0
20980,goiing to reedbox to get some moviies ,0
21002,@sadknob  good thing P &amp; K have their day jobs!  ,0
21018,@capecodgurl and sorry again for spamming...having trouble mashing out multisyllabic words with my hate fingers ,0
21037,Statesboro fun this a.m. and I'm off to see the GreenJackets in Augusta tonight! ,0
21136,"@just_kelly The fact that you didn't know the library closed at 6, NOT LAME.   ",0
21182,"@carysss oopssss i forgot to put ypur link at the beginning, it was to you haha in case you didn't realise. Hope you're feeling better ",0
21196,hi @LoriBlue4508  ! I would suggest music of my electro project *** http://bit.ly/12KoF0 *** free download &amp; have fun  cheers,0
21285,"@elicab Aw. Well if u ever feel like flying over 2 con it up i'll help u find a place 2 crash... I once flew 2 London 4 a Buffy con, btw. ",0
21366,just had a fabulous 1.5 hr run in the desert with MIssy and Kaya and is now off to run some errands before buffalo burgers ,0
21388,going old school...playing super mario brothers. ,0
21392,Heading down to Clear Lake to meet Ken and other Coast Guar Aux for dinner.  Hope the roads are clear...not feeling up to rowing ,0
21414,@nicky_power if you're truly addicted to twitter. you should link your facebook and your twitter together. update one and it does both ,0
21447,@MichaelTyler  in most ways at least    at this rate though i may even bake something tonight!  who knows?!?,0
21491,@Kevinmiam Thanks! I'll take inspiration from today's test. ,0
21696,@LadyMelancon Hey there! ,0
21814,@thethirdrat oh good. thankyou ,0
21832,Im feeling very peaceful now that my room is clean and ny hair is cut. I think Im ready for a nap. ,0
21980,partying it up tonight at J lounge in downtown LA. Its a nice sunny day in cali! ,0
22066,"@theroser when you guys come to washington state, you should totally crush that tacoma mall  PLEASE? lol",0
22155,@Meghan_xoxo  seth mcfarlene is god!,0
22287,@vismajor I'm so glad you guys are having such a wonderful weekend. ,0
22499,Goodnight all! ,0
22623,@ohhushmusic are you sure bb? ,0
22675,@robynsykes i half taught myself half actually learned viva la vida by coldplay..epic song ,0
23001,@SugarHustler hehe u are funny!  follow me ,0
23056,watching NCIS. Is it the grey hair that makes Mark Harmon so attractive? I think so. ,0
23115,ready for some PATRON! in Hollywood for Phathead's bday ,0
23189,"@laylakayleigh i have to go skydiving,  ill let you know next the time im in town ",0
23198,@sambasel nothing ,0
23339,"@TalulaKim I have the yearbook in the closet-I'll look it up 2moro if u are still curious  -Um, where did @Ki6bjv go to school exactly?LOL",0
23687,New Osalto blog post - http://tinyurl.com/dnbrw3 Enjoy ,0
23693,blasting the Across the Universe soundtrack ,0
23754,"@AngMoGirl oh don't worry, not gonna be too bad cos its a Sunday! ",0
23856,"@starpadilla lol so, I don't really understand Twitter quite yet! But I JUST got your reply to Chipotle. And thats cool ",0
23949,@Billy3G All the cool people were #herebeforeoprah ,0
23977,i had a fun night! got to see @nevershoutnever and andy from @holidayparade! yaye! then @waitrewindthat took me to ihop  yum!,0
24304,Oliver Long getting ready to come on ,0
24712,@britneyspears I was at the show last night!!  AMAZING!  So glad I was able to go!!  ,0
24756,@zenzie386 Yes NYC has it's own way of love/hating you...  http://twitpic.com/3ky08,0
25065,"@ResPres BTW Meant to tell you earlier, sweet shirt, to wear Afflication/UFC shirts, still waiting on my cool card to get auth to wear ",0
25096,@Exoticqtee u a learn! ,0
25283,skyping is such endless fun ,0
25452,Bali in july  japan!? when's a good time to go to japan? anyone?,0
25652,@britneyspears thanks for following me back ,0
25879,@azthunderpony Nice.   I think I'll get to sleep so I'll have enough energy to enjoy my horsey day.,0
25932,just joined up.  can't sleep.  mon-tue trackday at NJMP on the CBR600RR    http://www.njmotorsportspark.com/tracks.html ...thunderbolt,0
25946,@Dili | thank you * huge hugs * ,0
25960,@fureousangel  I recently did a Matrix Trilogy sitting..that was tiring but awesome (Matrix Trilogy is my favorite sci fi film story) ,0
26006,@audball_xo Totally agree with you on Beyonce. She's stupid. (: Ali Larter is WHERE IT'S AT! ,0
26045,"@JimAlger Don't forget, parents often think of their offspring as about 12 yo ",0
26164,"@SophietheCocker Wardrobes are often made of cheese, so you can eat them. ",0
26424,went 2 wallyworld today had an awesome time getting a kewl easter basket and a nitelite for my computer ,0
26541,@KarenCivil okay! he just texted me saying that he'd wake up me up lol... if he doesnt I call you at 1PM your time! thx Karen ,0
26617,? now Sleep ,0
26724,Watching the IDNHU vid! ,0
26801,@Lizinhollywood  Can't wait!!!,0
26856,@RoxxiNikki happy birthday! Take plenty of pics/video so you'll remember what you did later on! ,0
26862,good night tonight...my journey on twit ends here until tomorrow  see ya tomorrow,0
26907,@Oddessy congrats you are now cooler than me.  Happy Birthday Miss Lovely.,0
27062,night twittz! Jus came home from partying  loved it ..hella tired Allergic to cats ew! All irritated,0
27088,Happy easter !!! Everyone ,0
27312,@janinealino janine whoa dude hahah u really put the things i sent u sa fb ahhaha!!gee tnx janine ,0
27466,@NeilDenny hehe yep I love car boot!!!  Never usually buy much heh ,0
27478,@iamdiddy LOve you DIDDY   Diddy live &gt; http://bit.ly/BeN2t,0
27529,"I'VE FINISHED THE 'EAT ME, DRINK ME' BADGES!!!! ----&gt; http://twitpic.com/3l3i1 &lt;---- Look here ",0
27576,Just about ready to go to bed. It was a long day today. Good night. ,0
27702,@authorlisalogan oooh cool cool thank you very much for that information ,0
27794,@KnightTim  I love you too,0
28027,@hannahvictorius we should! We'll organise it properly next time. Glad you enjoyed it ,0
28096,@tourscotland ... got it ... you must be rechargeable ,0
28126,@com4myst_blgspt thanks ,0
28175,"@brob108  good stuff  Woop, looking forward to tomorrow  Have a good day Mr Brian.",0
28346,@Irish1974 Morning Irish BTW ,0
28351,OMG I fixed my iPod! ,0
28381,thinks you should read her real blog: www.lisarcastic.blogspot.com  it's awesome; like me *lol*,0
28390,"Congratulations, i hate you ",0
28412,"@ellaeslajirafa &quot;?&quot;(dai)=blackish green,&quot;?&quot;(si)=silk,so&quot;??&quot; is silk of blackish green color,i hope you like it ",0
28419,@JonathanRKnight ,0
28499,so both sweetpea and I are back to school/university 2moro - reality bites. It's been a great break tho  feeling rejuvinated.,0
28614,"@Anishaflower THANK YOU! My feet and legs are aching, but that comment eases the pain. ",0
28790,@walkaboutkiwi i was in 2L till 3am waiting for u... kekekeke jk ,0
28808,Anyone care to comment on last nights Hells Kitchen?? Well.... ,0
28836,is about to build a website ,0
28844,"Watching wizards of waverly place, lol lol lol ",0
28913,of to sacc. meet my parents ,0
28924,@KuriousTrina awww thanks for calling me sexxxy......and I thought you forgot about me... ,0
29133,stared stupidly in front of my dad. HAHA. He looks like Einstein. ,0
29197,Yet it's you I see wasting the dream that only I deserve I'll tear off your face to see your smile.  &lt;3,0
29255,good night twitter shit lol  im fuuuucckedd hjdjjsiurjhjfhoipwplkjdhjdhhjhjdxdhueuhrjjjjjaaayyyyyyyyyyyy,0
29498,I borrowed this from George  ? http://blip.fm/~4kpxr,0
29503,Champagne breakfast  Bubbles went straight to my head tho lol,0
29614,@em_c Good try  Well done with the painting by the way.,0
29750,@tommcfly welcome home ,0
29813,todd = saviour. Goodnight Facebook  ,0
30233,Just heard my bootleg remix of &quot;if u seek amy&quot; on kiss fm here in Chicago ,0
30406,"@stefanie_go AHH! vampire! haha, you ain't that pale naman ah ",0
30414,On the road to my wifes 1st triathlon. If I do not update in 6 hrs. Call the paramedics. ,0
30499,@gerardway I can't waight  till the new albam is out  you guys saved my life you rock,0
30510,feels like eating an 18' inch pizza from yellowcab. can someone give me. haha ,0
30580,Happy Sunday to all! Getting ready to go to church!  I LOVE GOD SO MUCH!!!! DO U? Take care friends!!! ,0
30691,@Mummy_Fitz I am taking a dad with me ,0
30832,@fortheinsane I will tomorrow! my computer is off and I'm on my phone right now ,0
30885,@heath7s LOLOLOL i love a man in uggs. ,0
30911,Ooooo... what a change! ,0
30917,"Sammy, If your reading this. You are amazing. Your my Sunshine. I love you. Thanks for everything. And I bet you feel the Love now  HAHA.",0
30977,"This night  It was awesome, I slept at 1 a.m . I watched Kyle XY and SUPERNATURAL , So great !",0
31159,@KimKardashian  KIM !!! how are you ? sorry for the sun burn lol.... hope your feeling good ....follow me  P-L-E-A-S-E !!  Big Fan &lt;3,0
31264,Lunch. Over. Dishwashing. Over. I'm back! ,0
31317,@jonasbrothers http://twitpic.com/3br5p - omj! you look hot in every pic you're in!  I love your new haircut! ^^,0
31381,@nonafairuz F.U and your 200 more followers haha ,0
31434,"@jackfaulkner Ah, nevermind, it's the thought that counts.  (Also quite predictable)",0
31495,last night was good  watched pearl harbour in elli's. ben afleck &amp; whoever plays his best mate in it is fit! anth fell asleep lmao.,0
31674,@RachaelPhillips we got beaten... but less than they were getting beaten without me ,0
31677,What a lovely night.  ,0
32049,@shani_epa umm through this arrangement what would be the earliest day  i could get them? ,0
32050,@gourmeted i didn't make cos I was one mango short but I was to use fresh mangoes. They're in season ,0
32110,"Am home with the family, wet cos of the rain, got a call from dad on the bus cos my mum got worried that i wasnt home yet isnt she sweet ",0
32516,"@madmagz22 hey hun! great to see u're on twitter, too  hope u're well ;-) x",0
32576,@skinkl yeah right - you!?! ,0
32657,"awake, lovin' arttm, ff5, the maine, and 30H!3 more than ever ",0
32753,@hethfen Great thank you  Have you been making music goodness today? ,0
32848,"On our way 2 the airport  ... Bye, bitches!",0
32909,"Longest sound check ever... So long that I have time to type this, on stage. ",0
33075,"@rosevibe well next time then, next time. ",0
33164,"Anyway sarah prout we all wish you the best of luck, and hope you have fun in the process.  Cheers ",0
33165,@ellemartens i would love to see some of your writings  i think you're a great writer for what i can judge!,0
33387,@kevincully Make sure you don't take the fun out of fundamentals. ,0
33416,"its my birthday!!!!!!! finally 19, woohooooo!!! ",0
33443,Wondering why Capcom found it necessary to comically increase Zangief's bulk throughout the Street Fighter games ,0
33568,super tired... it's too early to be awake on a weekend. kings island later ,0
33748,my Gosh  like sayig that its funny Gosh haha not the meening just the word its self,0
33751,@nick_carter http://twitpic.com/3knrc - okaaay  thats crazy  luv it  erm....blue?!  omg ,0
33849,@melraemorgan Thank you. When i was younger i used to hate it because i was bullied for being Ginger.. but now i love it!  x,0
34021,"@Reddic if you won't miss a Star Trek movie, then you ARE a Trekkie just not a cross-dressing/conference going type  lmbo",0
34036,my updated myspace accout  love my playlist :&gt; http://www.myspace.com/samanthavillanueva,0
34056,@raecheybaby I'm already bouncing back. No meltdown. Just catching my breath ,0
34058,@ashsimpsonwentz hey  how are you?,0
34154,@maron101 is that what we're having for breakfast tomorrow? ,0
34183,@olivosartstudio Oh I do things similar to this all the time! Thanks for giving it a name. I am researching it now. ,0
34227,Happy Birthday to me! ,0
34337,Spaniards can notice my Galician accent when I speak English. They find it funny ,0
34345,@etrangle http://twitpic.com/3l8mv - Mysha &amp; Myreen are so cute... ,0
34442,Peaceful and sunny ,0
34474,is going spend Sunday with my family ,0
34487,"@sofdlovesbsb lol I bet, the stations will be hearing from you alot  lets hope the single is red hot!",0
34492,Or maybe our connection is just so shite that everyone beats me ,0
34822,The end is nearly in sight! Thank god. Got a cheeky bit of supernatural on in the background ,0
35004,@akaMonty Irish and German... There's the spunk mix! ,0
35005,"@mikeneumann hahaha! I know, I'm so uptight.  THANK YOU, handsome!! xoxoxoxoxoxoxox",0
35187,looking for boat rentals at Lake Eufaula for when family visits.  Any recommendations?,0
35397,Its my birthday! ,0
35459,Good Trance music &gt; redbulls!  #asot400,0
35545,My first OPI: DS Desire. Preparing to try it now ,0
35575,@joeyjepson nice choice anyway.  I thought maybe you were the artist ,0
35988,"Ever since I bought my Macbook, I send much more emails. It's so fucking easy, that I becoming a spammer ",0
36264,@erniehalter welcome back to LA  Congrats on shout out!  Looking forward to your residency at HC!,0
36363,@ryanhawiya yeah i wouldnt care if i was in a Disney channel movie! but i really wanna be in a horror/thriller ,0
36498,"Gosh, I had not realised how much film studies work Pete had set us. Meanwhile, I'm going to watch 'The Motorcycle Diaries' ",0
36592,yes! the littlest houseguest is going home today. its already turning out to be a great day ,0
36727,is excited for her friend date today ,0
36739,Watching NBA playoff coverage.... My favourite question: Do the Jazz have a chance against the Lakers? Everyone's answer so far: No. ,0
36820,@VioletheVerbose men are annoying ,0
37161,spending the day with my sister ,0
37252,watching football again ,0
37318,Hope everyone is having a SWELL day ,0
37637,"@Diana_Duncan Just need to be outside a little while to get my fix, then I'm fine with glances out window while I do the 'puter thing. ",0
37707,Diggin mah new sweater ,0
37786,@jonasbrothers iloveloveloveyou! ,0
37846,"@AffirmationSpot in other words, I may just want one for myself when u finish them ",0
38105,Anyone giving away an iphone lol i really want one  anyone generous =],0
38159,Thank you to all of my new followers!  I appreciate you ,0
38288,@badbadgirlx good luck with everything. it was great having you around ,0
38352,@jonthanjay awesome  i have one...there's some cool games on there ,0
38368,Getting ready to go to a bbq at my baby daddy's house with his wife and our kidscrazy huh!   Peace..Rockin the bob marley tee and some j's,0
38544,@chrystinasayers  Cant wait til you come to halifax! July 25 baby! Got my ticket! ,0
38830,"@NicoledeB I dont' have much clout, but would def give 'arugulance' 2 thumbs up. ",0
38840,@gojeffrey Sweet ride!!  Were those the days of the green lizard? lol,0
38958,Also! the Inbetweeners is Class! ,0
39163,@deabush lol - know what you mean. ,0
39175,"is studying once again.. Happy 4/20, everyone.  xx",0
39269,@moonfrye THAT WOULD BE MY SON! WITHOUT A DOUBT! HE'S 12 YEARS OLD AND THE AIR THAT I BREATHE &amp; THE LOVE OF MY LIFE! ,0
39281,Taking lunch break. Great rehearsal ,0
39535,@crowsond You will have to very careful what you're tweeting ,0
39644,Great show the other night... Excited to do another ,0
39723,@Escrove i loveee my SB ,0
39733," i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]",0
39805,@Kameshvari I thought Imogen Heap was a dude the first time I heard her.  She sings low on that first album.,0
39870,@Jenna_Glass ahhah i know!!!! i want her to follow me toooo ,0
39961,Changed my email address for Old Navy newsletters and got another &quot;Thanks for signing up!&quot; coupon.  Awesome. ,0
40022,fina cut da cellie back on..n c who all dun texd me..den hit up da frenz &amp;&amp; c wat it iz fa 2 dayy ,0
40053,is tweeting for the first time  and is watching music channels ,0
40080,@ddlovato What you think about it? We need know if you could go to the party  It'll be PRETTY AMAZING!,0
40081,@locaoimh thank you. So how are you comfortable with your intelligence? it was not rhetoric only! ,0
40117,well chuffed with herself for surprising Flynnmiester with balloons and presents ,0
40453,@AlanCarr Ferrero Rocher that'll go straight to your hips. Enjoy ,0
40589,@DonnieWahlberg What happened to the Celtics? =(  I'm glad I'm an LA girl!   Utah's going DOWN!,0
40738,"@merrymorgantown not really. [hopefully] arrive on the 3rd [or 10th :/ ] paris on the 22nd for a week, then back until august 20th! ",0
40775,I'm glad that it's pouring a bit. ,0
40825,@jemarsz03 I painted that one!!  @chadreeves put the finishing touches on it.,0
